Order_ID,Order_Date,Customer_ID,Customer_Name,Plant,Product_Type,Quantity_Ordered,Defects_Reported,Order_Status
PO-10284,2024-10-11,CUST-102,Mercedes-Benz AG,Bremen,Body ECU,354,3,Completed
PO-10285,2024-10-12,CUST-100,BMW Group,Stuttgart,Transmission ECU,399,4,Completed
PO-10286,2024-10-13,CUST-101,Volkswagen Group,Regensburg,Battery ECU,262,0,Completed
PO-10287,2024-10-14,CUST-102,Mercedes-Benz AG,Nuremberg,Engine ECU,208,1,Completed
PO-10288,2024-10-15,CUST-101,Volkswagen Group,Leipzig,Transmission ECU,491,1,Completed
PO-10289,2024-10-16,CUST-102,Mercedes-Benz AG,Dresden,ABS ECU,494,2,Completed
PO-10290,2024-10-17,CUST-100,BMW Group,Nuremberg,Engine ECU,73,2,Completed
PO-10291,2024-10-18,CUST-100,BMW Group,Stuttgart,Transmission ECU,453,0,Completed
PO-10292,2024-10-19,CUST-104,Audi AG,Regensburg,ABS ECU,342,2,Completed
PO-10293,2024-10-20,CUST-101,Volkswagen Group,Stuttgart,Body ECU,53,0,Completed
PO-10294,2024-10-21,CUST-100,BMW Group,Ingolstadt,Battery ECU,269,4,Completed
PO-10295,2024-10-22,CUST-102,Mercedes-Benz AG,Munich,ABS ECU,413,1,Completed
PO-10296,2024-10-23,CUST-103,Porsche AG,Leipzig,ADAS ECU,431,5,Completed
PO-10297,2024-10-24,CUST-100,BMW Group,Hanover,ABS ECU,69,1,Completed
PO-10298,2024-10-25,CUST-102,Mercedes-Benz AG,Munich,ABS ECU,493,1,Shipped
PO-10299,2024-10-26,CUST-100,BMW Group,Hanover,Battery ECU,201,0,Shipped
PO-10300,2024-10-27,CUST-100,BMW Group,Berlin,ADAS ECU,99,1,Shipped
PO-10301,2024-10-28,CUST-102,Mercedes-Benz AG,Regensburg,Transmission ECU,226,2,Completed
PO-10302,2024-10-29,CUST-102,Mercedes-Benz AG,Bremen,Transmission ECU,484,0,Completed
PO-10303,2024-10-30,CUST-102,Mercedes-Benz AG,Dresden,ABS ECU,145,3,Completed
PO-10304,2024-10-31,CUST-103,Porsche AG,Wolfsburg,ADAS ECU,154,4,Completed
PO-10305,2024-11-01,CUST-107,MAN Truck & Bus,Munich,ADAS ECU,469,2,Completed
PO-10306,2024-11-02,CUST-102,Mercedes-Benz AG,Leipzig,Battery ECU,299,5,Shipped
PO-10307,2024-11-03,CUST-101,Volkswagen Group,Stuttgart,Body ECU,166,2,Shipped
PO-10308,2024-11-04,CUST-103,Porsche AG,Leipzig,Transmission ECU,403,3,Completed
PO-10309,2024-11-05,CUST-101,Volkswagen Group,Regensburg,Battery ECU,277,1,Completed
PO-10310,2024-11-06,CUST-101,Volkswagen Group,Berlin,Engine ECU,115,2,Completed
PO-10311,2024-11-07,CUST-100,BMW Group,Hanover,Transmission ECU,384,0,Shipped
PO-10312,2024-11-08,CUST-100,BMW Group,Stuttgart,Battery ECU,467,3,Shipped
PO-10313,2024-11-09,CUST-106,Ford-Werke GmbH,Wolfsburg,Transmission ECU,469,1,Completed
PO-10314,2024-11-10,CUST-104,Audi AG,Wolfsburg,Body ECU,311,3,Completed
PO-10315,2024-11-11,CUST-103,Porsche AG,Munich,Engine ECU,344,3,Shipped
PO-10316,2024-11-12,CUST-101,Volkswagen Group,Regensburg,Body ECU,475,1,Completed
PO-10317,2024-11-13,CUST-100,BMW Group,Bremen,Engine ECU,292,3,Completed
PO-10318,2024-11-14,CUST-100,BMW Group,Regensburg,ABS ECU,420,0,Processing
PO-10319,2024-11-15,CUST-101,Volkswagen Group,Berlin,Battery ECU,235,1,Completed
PO-10320,2024-11-16,CUST-102,Mercedes-Benz AG,Hanover,Engine ECU,295,0,Completed
PO-10321,2024-11-17,CUST-103,Porsche AG,Leipzig,Body ECU,174,2,Completed
PO-10322,2024-11-18,CUST-102,Mercedes-Benz AG,Wolfsburg,Transmission ECU,317,1,Completed
PO-10323,2024-11-19,CUST-101,Volkswagen Group,Leipzig,Engine ECU,180,4,Shipped
PO-10324,2024-11-20,CUST-106,Ford-Werke GmbH,Leipzig,Battery ECU,286,3,Completed
PO-10325,2024-11-21,CUST-103,Porsche AG,Leipzig,Engine ECU,67,1,Processing
PO-10326,2024-11-22,CUST-102,Mercedes-Benz AG,Wolfsburg,ADAS ECU,89,1,Completed
PO-10327,2024-11-23,CUST-102,Mercedes-Benz AG,Berlin,Transmission ECU,70,4,Completed
PO-10328,2024-11-24,CUST-101,Volkswagen Group,Nuremberg,Battery ECU,448,1,Completed
PO-10329,2024-11-25,CUST-100,BMW Group,Ingolstadt,Battery ECU,274,1,Completed
PO-10330,2024-11-26,CUST-101,Volkswagen Group,Hanover,ABS ECU,404,1,Completed
PO-10331,2024-11-27,CUST-103,Porsche AG,Nuremberg,Body ECU,331,3,Completed
PO-10332,2024-11-28,CUST-100,BMW Group,Hanover,ABS ECU,57,1,Completed
PO-10333,2024-11-29,CUST-100,BMW Group,Stuttgart,Battery ECU,149,2,Completed
PO-10334,2024-11-30,CUST-100,BMW Group,Regensburg,Transmission ECU,289,5,Completed
PO-10335,2024-12-01,CUST-100,BMW Group,Regensburg,Engine ECU,136,1,Completed
PO-10336,2024-12-02,CUST-104,Audi AG,Dresden,Engine ECU,347,2,Completed
PO-10337,2024-12-03,CUST-103,Porsche AG,Regensburg,Transmission ECU,477,5,Completed
PO-10338,2024-12-04,CUST-101,Volkswagen Group,Wolfsburg,Battery ECU,63,1,Completed
PO-10339,2024-12-05,CUST-100,BMW Group,Bremen,Engine ECU,383,4,Completed
PO-10340,2024-12-06,CUST-101,Volkswagen Group,Munich,Engine ECU,51,4,Completed
PO-10341,2024-12-07,CUST-101,Volkswagen Group,Dresden,Engine ECU,424,1,Completed
PO-10342,2024-12-08,CUST-100,BMW Group,Munich,Body ECU,342,2,Shipped
PO-10343,2024-12-09,CUST-101,Volkswagen Group,Hanover,Body ECU,374,3,Completed
PO-10344,2024-12-10,CUST-101,Volkswagen Group,Munich,ADAS ECU,471,6,Completed
PO-10345,2024-12-11,CUST-102,Mercedes-Benz AG,Munich,ABS ECU,90,0,Completed
PO-10346,2024-12-12,CUST-102,Mercedes-Benz AG,Dresden,Transmission ECU,367,4,Completed
PO-10347,2024-12-13,CUST-100,BMW Group,Stuttgart,Transmission ECU,365,3,Completed
PO-10348,2024-12-14,CUST-101,Volkswagen Group,Leipzig,Transmission ECU,430,1,Completed
PO-10349,2024-12-15,CUST-102,Mercedes-Benz AG,Regensburg,ADAS ECU,160,4,Completed
PO-10350,2024-12-16,CUST-102,Mercedes-Benz AG,Regensburg,Body ECU,63,1,Shipped
PO-10351,2024-12-17,CUST-104,Audi AG,Wolfsburg,Battery ECU,280,2,Completed
PO-10352,2024-12-18,CUST-102,Mercedes-Benz AG,Dresden,Battery ECU,133,1,Completed
PO-10353,2024-12-19,CUST-100,BMW Group,Wolfsburg,ADAS ECU,179,4,Completed
PO-10354,2024-12-20,CUST-100,BMW Group,Bremen,Battery ECU,280,3,Completed
PO-10355,2024-12-21,CUST-102,Mercedes-Benz AG,Bremen,Transmission ECU,375,6,Completed
PO-10356,2024-12-22,CUST-100,BMW Group,Wolfsburg,ABS ECU,194,1,Completed
PO-10357,2024-12-23,CUST-102,Mercedes-Benz AG,Dresden,Engine ECU,428,2,Completed
PO-10358,2024-12-24,CUST-106,Ford-Werke GmbH,Wolfsburg,Body ECU,394,1,Shipped
PO-10359,2024-12-25,CUST-102,Mercedes-Benz AG,Regensburg,Body ECU,77,2,Completed
PO-10360,2024-12-26,CUST-101,Volkswagen Group,Nuremberg,ADAS ECU,115,3,Shipped
PO-10361,2024-12-27,CUST-102,Mercedes-Benz AG,Ingolstadt,Body ECU,212,3,Completed
PO-10362,2024-12-28,CUST-101,Volkswagen Group,Munich,Transmission ECU,278,0,Completed
PO-10363,2024-12-29,CUST-102,Mercedes-Benz AG,Ingolstadt,Battery ECU,310,1,Completed
PO-10364,2024-12-30,CUST-106,Ford-Werke GmbH,Dresden,Transmission ECU,498,1,Shipped
PO-10365,2024-12-31,CUST-101,Volkswagen Group,Berlin,ADAS ECU,473,4,Completed
PO-10366,2025-01-01,CUST-106,Ford-Werke GmbH,Ingolstadt,Transmission ECU,489,1,Completed
PO-10367,2025-01-02,CUST-105,Opel Automobile GmbH,Bremen,Battery ECU,213,4,Completed
PO-10368,2025-01-03,CUST-100,BMW Group,Hanover,ABS ECU,350,0,Completed
PO-10369,2025-01-04,CUST-100,BMW Group,Munich,ADAS ECU,456,3,Completed
PO-10370,2025-01-05,CUST-100,BMW Group,Leipzig,ABS ECU,352,1,Completed
PO-10371,2025-01-06,CUST-100,BMW Group,Berlin,Engine ECU,336,2,Completed
PO-10372,2025-01-07,CUST-100,BMW Group,Dresden,ABS ECU,444,4,Completed
PO-10373,2025-01-08,CUST-103,Porsche AG,Munich,Engine ECU,59,2,Completed
PO-10374,2025-01-09,CUST-100,BMW Group,Ingolstadt,Engine ECU,244,1,Completed
PO-10375,2025-01-10,CUST-101,Volkswagen Group,Bremen,ABS ECU,167,1,Completed
PO-10376,2025-01-11,CUST-104,Audi AG,Stuttgart,ADAS ECU,319,2,Shipped
PO-10377,2025-01-12,CUST-100,BMW Group,Nuremberg,Battery ECU,129,1,Completed
PO-10378,2025-01-13,CUST-104,Audi AG,Leipzig,Transmission ECU,142,2,Completed
PO-10379,2025-01-14,CUST-101,Volkswagen Group,Berlin,Transmission ECU,315,1,Completed
PO-10380,2025-01-15,CUST-100,BMW Group,Nuremberg,Battery ECU,381,2,Completed
PO-10381,2025-01-16,CUST-103,Porsche AG,Munich,Engine ECU,399,0,Completed
PO-10382,2025-01-17,CUST-102,Mercedes-Benz AG,Bremen,Engine ECU,410,1,Shipped
PO-10383,2025-01-18,CUST-104,Audi AG,Bremen,ADAS ECU,306,4,Completed
PO-10384,2025-01-19,CUST-103,Porsche AG,Ingolstadt,Body ECU,182,3,Completed
PO-10385,2025-01-20,CUST-104,Audi AG,Regensburg,ABS ECU,325,2,Completed
PO-10386,2025-01-21,CUST-101,Volkswagen Group,Ingolstadt,Engine ECU,313,2,Completed
PO-10387,2025-01-22,CUST-100,BMW Group,Regensburg,Transmission ECU,220,1,Completed
PO-10388,2025-01-23,CUST-103,Porsche AG,Regensburg,ADAS ECU,50,5,Shipped
PO-10389,2025-01-24,CUST-104,Audi AG,Leipzig,ABS ECU,362,0,Completed
PO-10390,2025-01-25,CUST-107,MAN Truck & Bus,Ingolstadt,ADAS ECU,113,2,Completed
PO-10391,2025-01-26,CUST-101,Volkswagen Group,Stuttgart,ABS ECU,423,3,Completed
PO-10392,2025-01-27,CUST-101,Volkswagen Group,Berlin,ABS ECU,333,1,Completed
PO-10393,2025-01-28,CUST-103,Porsche AG,Wolfsburg,Battery ECU,170,2,Completed
PO-10394,2025-01-29,CUST-101,Volkswagen Group,Wolfsburg,Engine ECU,156,4,Completed
PO-10395,2025-01-30,CUST-105,Opel Automobile GmbH,Ingolstadt,ADAS ECU,470,3,Completed
PO-10396,2025-01-31,CUST-104,Audi AG,Ingolstadt,ADAS ECU,224,2,Completed
PO-10397,2025-02-01,CUST-101,Volkswagen Group,Nuremberg,Battery ECU,253,1,Completed
PO-10398,2025-02-02,CUST-103,Porsche AG,Berlin,Transmission ECU,214,3,Shipped
PO-10399,2025-02-03,CUST-103,Porsche AG,Berlin,Transmission ECU,354,2,Completed
PO-10400,2025-02-04,CUST-100,BMW Group,Leipzig,Engine ECU,169,1,Completed
PO-10401,2025-02-05,CUST-105,Opel Automobile GmbH,Ingolstadt,Engine ECU,93,0,Completed
PO-10402,2025-02-06,CUST-102,Mercedes-Benz AG,Berlin,Body ECU,361,0,Completed
PO-10403,2025-02-07,CUST-104,Audi AG,Nuremberg,Battery ECU,205,2,Completed
PO-10404,2025-02-08,CUST-101,Volkswagen Group,Regensburg,Transmission ECU,416,0,Completed
PO-10405,2025-02-09,CUST-104,Audi AG,Bremen,ABS ECU,256,1,Completed
PO-10406,2025-02-10,CUST-101,Volkswagen Group,Bremen,ADAS ECU,439,0,Completed
PO-10407,2025-02-11,CUST-100,BMW Group,Regensburg,Engine ECU,157,0,Completed
PO-10408,2025-02-12,CUST-105,Opel Automobile GmbH,Dresden,ADAS ECU,300,2,Completed
PO-10409,2025-02-13,CUST-100,BMW Group,Nuremberg,ADAS ECU,494,2,Shipped
PO-10410,2025-02-14,CUST-101,Volkswagen Group,Berlin,Body ECU,453,4,Completed
PO-10411,2025-02-15,CUST-106,Ford-Werke GmbH,Nuremberg,Transmission ECU,419,4,Completed
PO-10412,2025-02-16,CUST-106,Ford-Werke GmbH,Regensburg,Engine ECU,383,0,Completed
PO-10413,2025-02-17,CUST-102,Mercedes-Benz AG,Stuttgart,ADAS ECU,179,2,Completed
PO-10414,2025-02-18,CUST-102,Mercedes-Benz AG,Hanover,Engine ECU,342,1,Completed
PO-10415,2025-02-19,CUST-101,Volkswagen Group,Munich,ABS ECU,69,2,Shipped
PO-10416,2025-02-20,CUST-101,Volkswagen Group,Regensburg,Body ECU,331,1,Shipped
PO-10417,2025-02-21,CUST-101,Volkswagen Group,Berlin,ABS ECU,334,0,Completed
PO-10418,2025-02-22,CUST-102,Mercedes-Benz AG,Ingolstadt,Engine ECU,50,4,Shipped
PO-10419,2025-02-23,CUST-103,Porsche AG,Ingolstadt,Engine ECU,168,4,Processing
PO-10420,2025-02-24,CUST-103,Porsche AG,Leipzig,Transmission ECU,84,1,Shipped
PO-10421,2025-02-25,CUST-103,Porsche AG,Regensburg,ADAS ECU,247,1,Shipped
PO-10422,2025-02-26,CUST-100,BMW Group,Leipzig,ADAS ECU,294,3,Completed
PO-10423,2025-02-27,CUST-101,Volkswagen Group,Regensburg,ABS ECU,108,6,Completed
PO-10424,2025-02-28,CUST-100,BMW Group,Nuremberg,Body ECU,374,1,Completed
PO-10425,2025-03-01,CUST-102,Mercedes-Benz AG,Munich,Battery ECU,210,1,Completed
PO-10426,2025-03-02,CUST-101,Volkswagen Group,Nuremberg,ADAS ECU,228,3,Processing
PO-10427,2025-03-03,CUST-104,Audi AG,Hanover,Transmission ECU,255,3,Completed
PO-10428,2025-03-04,CUST-101,Volkswagen Group,Bremen,ABS ECU,61,1,Completed
PO-10429,2025-03-05,CUST-100,BMW Group,Wolfsburg,ABS ECU,325,2,Shipped
PO-10430,2025-03-06,CUST-100,BMW Group,Regensburg,Battery ECU,230,2,Shipped
PO-10431,2025-03-07,CUST-103,Porsche AG,Hanover,Transmission ECU,291,1,Processing
PO-10432,2025-03-08,CUST-102,Mercedes-Benz AG,Bremen,Body ECU,265,2,Completed
PO-10433,2025-03-09,CUST-100,BMW Group,Berlin,Transmission ECU,300,2,Completed
PO-10434,2025-03-10,CUST-100,BMW Group,Dresden,Body ECU,348,2,Completed
PO-10435,2025-03-11,CUST-103,Porsche AG,Munich,Transmission ECU,175,2,Completed
PO-10436,2025-03-12,CUST-100,BMW Group,Leipzig,Transmission ECU,266,2,Completed
PO-10437,2025-03-13,CUST-104,Audi AG,Leipzig,Engine ECU,355,1,Completed
PO-10438,2025-03-14,CUST-103,Porsche AG,Nuremberg,ABS ECU,334,1,Completed
PO-10439,2025-03-15,CUST-100,BMW Group,Ingolstadt,Transmission ECU,234,5,Completed
PO-10440,2025-03-16,CUST-100,BMW Group,Bremen,Battery ECU,88,3,Completed
PO-10441,2025-03-17,CUST-107,MAN Truck & Bus,Dresden,Transmission ECU,272,3,Completed
PO-10442,2025-03-18,CUST-101,Volkswagen Group,Hanover,ADAS ECU,233,1,Completed
PO-10443,2025-03-19,CUST-101,Volkswagen Group,Munich,ABS ECU,476,2,Completed
PO-10444,2025-03-20,CUST-104,Audi AG,Bremen,ADAS ECU,227,7,Completed
PO-10445,2025-03-21,CUST-106,Ford-Werke GmbH,Dresden,ABS ECU,456,2,Completed
PO-10446,2025-03-22,CUST-107,MAN Truck & Bus,Wolfsburg,ADAS ECU,477,2,Completed
PO-10447,2025-03-23,CUST-103,Porsche AG,Regensburg,Transmission ECU,343,3,Completed
PO-10448,2025-03-24,CUST-101,Volkswagen Group,Leipzig,Transmission ECU,389,0,Shipped
PO-10449,2025-03-25,CUST-100,BMW Group,Hanover,Engine ECU,200,2,Completed
PO-10450,2025-03-26,CUST-103,Porsche AG,Leipzig,Battery ECU,433,2,Completed
PO-10451,2025-03-27,CUST-102,Mercedes-Benz AG,Hanover,ADAS ECU,175,2,Completed
PO-10452,2025-03-28,CUST-101,Volkswagen Group,Nuremberg,Body ECU,350,1,Shipped
PO-10453,2025-03-29,CUST-105,Opel Automobile GmbH,Ingolstadt,Engine ECU,357,2,Completed
PO-10454,2025-03-30,CUST-100,BMW Group,Hanover,ADAS ECU,385,1,Completed
PO-10455,2025-03-31,CUST-101,Volkswagen Group,Leipzig,ADAS ECU,483,2,Processing
PO-10456,2025-04-01,CUST-100,BMW Group,Nuremberg,Engine ECU,283,2,Completed
PO-10457,2025-04-02,CUST-101,Volkswagen Group,Hanover,Transmission ECU,429,5,Completed
PO-10458,2025-04-03,CUST-100,BMW Group,Wolfsburg,ADAS ECU,424,2,Completed
PO-10459,2025-04-04,CUST-100,BMW Group,Ingolstadt,Transmission ECU,57,2,Completed
PO-10460,2025-04-05,CUST-100,BMW Group,Hanover,Engine ECU,390,1,Completed
PO-10461,2025-04-06,CUST-102,Mercedes-Benz AG,Nuremberg,Transmission ECU,178,1,Completed
PO-10462,2025-04-07,CUST-103,Porsche AG,Berlin,ABS ECU,313,0,Shipped
PO-10463,2025-04-08,CUST-102,Mercedes-Benz AG,Bremen,Body ECU,206,0,Shipped
PO-10464,2025-04-09,CUST-106,Ford-Werke GmbH,Stuttgart,ADAS ECU,401,2,Completed
PO-10465,2025-04-10,CUST-101,Volkswagen Group,Dresden,Battery ECU,407,4,Completed
PO-10466,2025-04-11,CUST-101,Volkswagen Group,Stuttgart,Body ECU,54,2,Completed
PO-10467,2025-04-12,CUST-104,Audi AG,Berlin,Transmission ECU,135,5,Processing
PO-10468,2025-04-13,CUST-100,BMW Group,Stuttgart,ADAS ECU,224,1,Processing
PO-10469,2025-04-14,CUST-106,Ford-Werke GmbH,Berlin,Transmission ECU,339,1,Completed
PO-10470,2025-04-15,CUST-100,BMW Group,Munich,ABS ECU,242,2,Shipped
PO-10471,2025-04-16,CUST-106,Ford-Werke GmbH,Berlin,Engine ECU,360,0,Completed
PO-10472,2025-04-17,CUST-100,BMW Group,Berlin,ADAS ECU,168,0,Completed
PO-10473,2025-04-18,CUST-104,Audi AG,Berlin,ABS ECU,267,4,Completed
PO-10474,2025-04-19,CUST-102,Mercedes-Benz AG,Wolfsburg,ABS ECU,476,3,Completed
PO-10475,2025-04-20,CUST-107,MAN Truck & Bus,Bremen,ADAS ECU,463,1,Completed
PO-10476,2025-04-21,CUST-100,BMW Group,Regensburg,Transmission ECU,163,2,Completed
PO-10477,2025-04-22,CUST-102,Mercedes-Benz AG,Hanover,Battery ECU,194,0,Completed
PO-10478,2025-04-23,CUST-106,Ford-Werke GmbH,Dresden,ABS ECU,75,0,Shipped
PO-10479,2025-04-24,CUST-102,Mercedes-Benz AG,Ingolstadt,Body ECU,185,1,Completed
PO-10480,2025-04-25,CUST-102,Mercedes-Benz AG,Bremen,ABS ECU,352,2,Completed
PO-10481,2025-04-26,CUST-103,Porsche AG,Leipzig,Battery ECU,281,2,Completed
PO-10482,2025-04-27,CUST-101,Volkswagen Group,Regensburg,Transmission ECU,418,1,Completed
PO-10483,2025-04-28,CUST-102,Mercedes-Benz AG,Munich,Transmission ECU,125,0,Completed
PO-10484,2025-04-29,CUST-102,Mercedes-Benz AG,Munich,Body ECU,377,3,Completed
PO-10485,2025-04-30,CUST-105,Opel Automobile GmbH,Berlin,ABS ECU,394,3,Completed
PO-10486,2025-05-01,CUST-100,BMW Group,Bremen,Transmission ECU,351,3,Completed
PO-10487,2025-05-02,CUST-101,Volkswagen Group,Nuremberg,Battery ECU,338,5,Completed
PO-10488,2025-05-03,CUST-106,Ford-Werke GmbH,Stuttgart,ADAS ECU,50,2,Completed
PO-10489,2025-05-04,CUST-104,Audi AG,Leipzig,Engine ECU,196,2,Completed
PO-10490,2025-05-05,CUST-101,Volkswagen Group,Munich,Engine ECU,336,3,Completed
PO-10491,2025-05-06,CUST-102,Mercedes-Benz AG,Dresden,Engine ECU,191,2,Completed
PO-10492,2025-05-07,CUST-101,Volkswagen Group,Munich,ABS ECU,102,2,Shipped
PO-10493,2025-05-08,CUST-100,BMW Group,Ingolstadt,Body ECU,353,2,Completed
PO-10494,2025-05-09,CUST-101,Volkswagen Group,Hanover,Transmission ECU,118,6,Completed
PO-10495,2025-05-10,CUST-101,Volkswagen Group,Munich,ADAS ECU,410,4,Completed
PO-10496,2025-05-11,CUST-102,Mercedes-Benz AG,Ingolstadt,Battery ECU,139,1,Completed
PO-10497,2025-05-12,CUST-100,BMW Group,Bremen,ADAS ECU,495,6,Completed
PO-10498,2025-05-13,CUST-107,MAN Truck & Bus,Bremen,Battery ECU,269,1,Shipped
PO-10499,2025-05-14,CUST-107,MAN Truck & Bus,Regensburg,ABS ECU,499,3,Shipped
