Production_Date,Plant,Line,Shift,ECU_Serial_No,Product_Type,Operator_ID,Cycle_Time_Sec,Programming_Time_Sec,Voltage_Test_V,Current_Test_A,Functional_Test_Score,Downtime_Minutes,Defect_Type,Status,Rework_Required
2024-05-08 15:00:00,Stuttgart,SMT-01,C,ECU103087,ADAS ECU,OP088,68.09,18.49,11.78,1.74,98,0,None,Pass,No
2024-05-08 16:00:00,Stuttgart,SMT-02,C,ECU103088,ABS ECU,OP056,62.79,29.64,11.63,1.81,96,0,None,Pass,No
2024-05-08 17:00:00,Stuttgart,EOL-01,B,ECU103089,Body ECU,OP044,82.54,27.19,12.43,1.72,89,0,None,Pass,No
2024-05-08 18:00:00,Berlin,EOL-01,B,ECU103090,ABS ECU,OP065,94.01,32.67,12.26,1.75,73,0,None,Pass,No
2024-05-08 19:00:00,Munich,EOL-01,A,ECU103091,Engine ECU,OP100,92.61,30.65,12.13,1.48,74,0,None,Pass,No
2024-05-08 20:00:00,Berlin,SMT-01,A,ECU103092,Engine ECU,OP087,85.81,27.21,11.53,1.84,71,0,None,Pass,No
2024-05-08 21:00:00,Stuttgart,SMT-01,C,ECU103093,ADAS ECU,OP013,92.37,27.37,12.1,1.9,83,0,None,Pass,No
2024-05-08 22:00:00,Berlin,EOL-01,A,ECU103094,Body ECU,OP030,94.87,30.69,11.93,1.71,84,0,None,Pass,No
2024-05-08 23:00:00,Stuttgart,EOL-01,C,ECU103095,ADAS ECU,OP049,85.82,29.84,11.87,1.88,75,0,None,Pass,No
2024-05-09 00:00:00,Berlin,EOL-01,C,ECU103096,Body ECU,OP075,92.46,28.67,12.35,1.75,96,5,None,Pass,No
2024-05-09 01:00:00,Stuttgart,ASSY-01,C,ECU103097,ABS ECU,OP063,93.52,29.52,11.66,2.03,71,0,None,Pass,No
2024-05-09 02:00:00,Berlin,EOL-01,A,ECU103098,ADAS ECU,OP071,84.58,31.65,11.64,1.46,78,0,None,Pass,No
2024-05-09 03:00:00,Berlin,SMT-02,A,ECU103099,ADAS ECU,OP035,102.75,23.38,11.58,1.77,80,0,None,Pass,No
2024-05-09 04:00:00,Berlin,ASSY-01,C,ECU103100,ADAS ECU,OP011,70.62,35.66,11.77,2.02,91,0,None,Pass,No
2024-05-09 05:00:00,Munich,ASSY-01,C,ECU103101,Engine ECU,OP049,104.81,28.19,11.65,1.89,74,0,None,Pass,No
2024-05-09 06:00:00,Berlin,SMT-01,B,ECU103102,Engine ECU,OP040,97.54,34.6,12.23,1.65,80,0,None,Pass,No
2024-05-09 07:00:00,Munich,SMT-02,C,ECU103103,Body ECU,OP021,110.91,38.29,11.77,1.67,72,5,Solder Defect,Fail,Yes
2024-05-09 08:00:00,Stuttgart,SMT-01,C,ECU103104,ABS ECU,OP047,66.77,32.25,12.05,1.66,95,0,None,Pass,No
2024-05-09 09:00:00,Berlin,SMT-01,B,ECU103105,ADAS ECU,OP003,80.78,22.33,11.84,1.95,83,0,None,Pass,No
2024-05-09 10:00:00,Stuttgart,SMT-02,C,ECU103106,Engine ECU,OP030,90.79,25.34,12.25,2.08,78,0,None,Pass,No
2024-05-09 11:00:00,Stuttgart,SMT-01,C,ECU103107,ADAS ECU,OP088,88.1,31.68,12.18,1.72,93,0,None,Pass,No
2024-05-09 12:00:00,Berlin,SMT-02,C,ECU103108,Body ECU,OP067,79.82,27.32,12.01,1.96,88,0,None,Pass,No
2024-05-09 13:00:00,Munich,SMT-02,B,ECU103109,Body ECU,OP062,88.68,35.91,12.4,1.89,86,5,None,Pass,No
2024-05-09 14:00:00,Berlin,SMT-01,A,ECU103110,ABS ECU,OP037,99.95,27.03,11.86,1.82,86,0,None,Pass,No
2024-05-09 15:00:00,Stuttgart,EOL-01,C,ECU103111,Body ECU,OP097,86.69,32.23,11.91,1.7,95,0,None,Pass,No
2024-05-09 16:00:00,Stuttgart,SMT-01,B,ECU103112,ADAS ECU,OP022,68.62,29.56,12.04,1.76,83,0,None,Pass,No
2024-05-09 17:00:00,Berlin,ASSY-01,C,ECU103113,ABS ECU,OP031,109.66,30.15,12.16,1.93,93,0,None,Pass,No
2024-05-09 18:00:00,Munich,SMT-01,B,ECU103114,ABS ECU,OP046,73.49,32.55,11.52,1.7,83,0,None,Pass,No
2024-05-09 19:00:00,Munich,SMT-02,C,ECU103115,Engine ECU,OP076,70.38,17.5,12.29,1.93,79,0,None,Pass,No
2024-05-09 20:00:00,Stuttgart,ASSY-01,B,ECU103116,ADAS ECU,OP045,76.29,29.87,11.85,1.71,92,0,None,Pass,No
2024-05-09 21:00:00,Stuttgart,SMT-02,A,ECU103117,Body ECU,OP014,77.62,33.61,12.16,1.73,98,0,None,Pass,No
2024-05-09 22:00:00,Munich,EOL-01,A,ECU103118,Engine ECU,OP012,88.31,25.3,11.81,1.81,76,0,None,Pass,No
2024-05-09 23:00:00,Berlin,EOL-01,A,ECU103119,ADAS ECU,OP063,116.32,32.61,12.34,1.59,82,0,None,Pass,No
2024-05-10 00:00:00,Stuttgart,ASSY-01,C,ECU103120,ADAS ECU,OP091,74.26,29.08,12.26,1.75,72,0,None,Pass,No
2024-05-10 01:00:00,Munich,EOL-01,B,ECU103121,ABS ECU,OP077,98.13,27.38,12.26,1.93,98,0,None,Pass,No
2024-05-10 02:00:00,Stuttgart,EOL-01,C,ECU103122,ABS ECU,OP088,108.41,29.01,12.11,1.67,100,0,None,Pass,No
2024-05-10 03:00:00,Berlin,SMT-01,C,ECU103123,ADAS ECU,OP038,79.91,35.57,11.95,1.92,75,0,None,Pass,No
2024-05-10 04:00:00,Munich,SMT-01,B,ECU103124,Engine ECU,OP047,83.8,30.68,11.57,1.68,79,0,None,Pass,No
2024-05-10 05:00:00,Stuttgart,EOL-01,C,ECU103125,ABS ECU,OP054,88.67,24.98,12.01,2.04,74,15,None,Pass,No
2024-05-10 06:00:00,Berlin,EOL-01,B,ECU103126,ABS ECU,OP055,79.52,31.17,12.29,2.35,90,0,None,Pass,No
2024-05-10 07:00:00,Stuttgart,SMT-01,B,ECU103127,ADAS ECU,OP048,63.21,30.19,12.2,1.57,98,0,None,Pass,No
2024-05-10 08:00:00,Berlin,EOL-01,A,ECU103128,ADAS ECU,OP073,101.23,34.52,11.81,1.65,75,0,None,Pass,No
2024-05-10 09:00:00,Berlin,EOL-01,A,ECU103129,ABS ECU,OP072,86.9,29.71,12.77,1.92,77,0,Programming Error,Fail,Yes
2024-05-10 10:00:00,Munich,SMT-02,A,ECU103130,Engine ECU,OP015,78.23,34.24,12.26,1.81,94,0,None,Pass,No
2024-05-10 11:00:00,Berlin,EOL-01,B,ECU103131,ABS ECU,OP071,84.48,30.28,11.81,1.68,74,0,None,Pass,No
2024-05-10 12:00:00,Stuttgart,ASSY-01,A,ECU103132,ADAS ECU,OP088,81.21,31.59,11.85,1.69,79,10,None,Pass,No
2024-05-10 13:00:00,Berlin,SMT-02,B,ECU103133,ABS ECU,OP016,92.11,27.06,11.74,1.75,92,0,None,Pass,No
2024-05-10 14:00:00,Berlin,ASSY-01,C,ECU103134,ADAS ECU,OP088,74.21,32.27,11.97,1.75,70,0,None,Pass,No
2024-05-10 15:00:00,Munich,EOL-01,A,ECU103135,ABS ECU,OP043,80.47,38.08,12.39,1.73,82,20,None,Pass,No
2024-05-10 16:00:00,Berlin,SMT-01,B,ECU103136,ADAS ECU,OP007,86.73,36.89,12.11,1.69,74,5,None,Pass,No
2024-05-10 17:00:00,Berlin,SMT-02,B,ECU103137,ADAS ECU,OP043,61.39,25.56,12.41,1.51,95,0,None,Pass,No
2024-05-10 18:00:00,Stuttgart,SMT-01,B,ECU103138,Engine ECU,OP028,82.05,23.17,12.4,1.8,88,0,None,Pass,No
2024-05-10 19:00:00,Munich,SMT-02,B,ECU103139,ADAS ECU,OP066,76.75,31.5,12.34,1.89,95,0,None,Pass,No
2024-05-10 20:00:00,Munich,SMT-01,A,ECU103140,ABS ECU,OP098,92.3,29.03,12.42,1.81,97,0,None,Pass,No
2024-05-10 21:00:00,Munich,SMT-02,A,ECU103141,ADAS ECU,OP060,87.96,26.6,12.0,1.93,85,0,None,Pass,No
2024-05-10 22:00:00,Berlin,SMT-02,A,ECU103142,Body ECU,OP003,100.22,38.46,12.04,1.84,87,0,None,Pass,No
2024-05-10 23:00:00,Munich,ASSY-01,B,ECU103143,ABS ECU,OP001,60.82,42.35,11.66,1.76,88,0,None,Pass,No
2024-05-11 00:00:00,Berlin,SMT-01,C,ECU103144,Engine ECU,OP031,77.6,22.73,12.15,1.81,79,30,None,Pass,No
2024-05-11 01:00:00,Berlin,ASSY-01,B,ECU103145,ABS ECU,OP056,87.35,26.87,12.06,1.75,94,0,None,Pass,No
2024-05-11 02:00:00,Stuttgart,ASSY-01,C,ECU103146,Engine ECU,OP087,100.5,24.83,12.5,1.69,94,0,None,Pass,No
2024-05-11 03:00:00,Stuttgart,SMT-01,A,ECU103147,Body ECU,OP084,71.72,26.7,11.91,1.51,71,0,None,Pass,No
2024-05-11 04:00:00,Stuttgart,SMT-02,B,ECU103148,Engine ECU,OP080,75.36,34.49,11.74,1.87,100,0,None,Pass,No
2024-05-11 05:00:00,Stuttgart,ASSY-01,B,ECU103149,ADAS ECU,OP046,100.78,31.03,11.64,1.73,78,10,None,Pass,No
2024-05-11 06:00:00,Stuttgart,SMT-01,A,ECU103150,Body ECU,OP032,112.65,33.33,12.35,1.55,88,0,None,Pass,No
2024-05-11 07:00:00,Berlin,SMT-02,B,ECU103151,Body ECU,OP081,105.47,35.28,12.05,1.85,81,0,None,Pass,No
2024-05-11 08:00:00,Berlin,ASSY-01,C,ECU103152,Engine ECU,OP018,105.59,31.35,11.92,1.42,81,0,None,Pass,No
2024-05-11 09:00:00,Munich,ASSY-01,C,ECU103153,ABS ECU,OP068,90.17,26.22,12.06,1.79,72,0,None,Pass,No
2024-05-11 10:00:00,Berlin,ASSY-01,C,ECU103154,Engine ECU,OP035,86.59,32.07,11.68,1.91,90,0,None,Pass,No
2024-05-11 11:00:00,Berlin,SMT-02,B,ECU103155,Engine ECU,OP100,107.82,29.58,11.67,1.92,82,0,None,Pass,No
2024-05-11 12:00:00,Stuttgart,ASSY-01,B,ECU103156,Body ECU,OP023,81.09,29.33,12.43,1.54,73,0,None,Pass,No
2024-05-11 13:00:00,Berlin,SMT-02,C,ECU103157,ADAS ECU,OP079,72.88,26.69,12.05,1.76,70,0,None,Pass,No
2024-05-11 14:00:00,Stuttgart,EOL-01,B,ECU103158,ABS ECU,OP013,88.4,33.84,12.1,1.8,70,0,None,Pass,No
2024-05-11 15:00:00,Munich,ASSY-01,C,ECU103159,Engine ECU,OP078,80.67,32.01,12.0,1.75,90,0,None,Pass,No
2024-05-11 16:00:00,Munich,EOL-01,A,ECU103160,ADAS ECU,OP014,75.78,33.37,11.84,2.05,73,0,None,Pass,No
2024-05-11 17:00:00,Berlin,SMT-01,C,ECU103161,ADAS ECU,OP037,95.21,26.27,11.84,2.02,93,0,Communication Failure,Fail,Yes
2024-05-11 18:00:00,Munich,ASSY-01,A,ECU103162,ABS ECU,OP005,82.0,34.22,11.74,1.79,71,0,None,Pass,No
2024-05-11 19:00:00,Berlin,SMT-01,A,ECU103163,ADAS ECU,OP022,87.21,31.4,12.28,1.96,77,0,None,Pass,No
2024-05-11 20:00:00,Munich,SMT-01,A,ECU103164,Engine ECU,OP028,91.49,33.81,12.12,1.7,85,0,None,Pass,No
2024-05-11 21:00:00,Stuttgart,SMT-01,C,ECU103165,Body ECU,OP004,63.82,26.86,11.87,1.86,91,0,None,Pass,No
2024-05-11 22:00:00,Stuttgart,EOL-01,C,ECU103166,ADAS ECU,OP050,99.87,30.64,12.18,1.75,79,0,None,Pass,No
2024-05-11 23:00:00,Stuttgart,SMT-02,B,ECU103167,Body ECU,OP029,112.61,34.62,11.8,2.03,78,0,None,Pass,No
2024-05-12 00:00:00,Stuttgart,EOL-01,B,ECU103168,ABS ECU,OP037,100.37,32.36,12.26,1.93,96,0,Communication Failure,Fail,Yes
2024-05-12 01:00:00,Berlin,EOL-01,A,ECU103169,ABS ECU,OP035,41.89,29.55,11.79,1.88,91,15,None,Pass,No
2024-05-12 02:00:00,Munich,SMT-01,C,ECU103170,ADAS ECU,OP020,87.71,32.18,12.04,1.92,76,0,None,Pass,No
2024-05-12 03:00:00,Berlin,ASSY-01,B,ECU103171,Body ECU,OP035,62.7,26.18,11.83,1.62,77,0,None,Pass,No
2024-05-12 04:00:00,Stuttgart,SMT-02,B,ECU103172,Engine ECU,OP099,99.32,32.74,12.37,1.7,98,0,None,Pass,No
2024-05-12 05:00:00,Berlin,SMT-01,B,ECU103173,Body ECU,OP084,99.37,33.65,12.36,1.74,86,0,None,Pass,No
2024-05-12 06:00:00,Munich,SMT-02,C,ECU103174,ADAS ECU,OP002,89.47,31.81,12.18,1.96,99,20,Solder Defect,Fail,Yes
2024-05-12 07:00:00,Berlin,EOL-01,B,ECU103175,Body ECU,OP058,53.28,29.69,11.98,1.78,80,0,None,Pass,No
2024-05-12 08:00:00,Munich,SMT-02,A,ECU103176,Body ECU,OP018,85.12,31.41,11.88,1.77,80,0,None,Pass,No
2024-05-12 09:00:00,Berlin,SMT-02,C,ECU103177,ABS ECU,OP094,71.55,29.84,12.05,1.7,92,0,None,Pass,No
2024-05-12 10:00:00,Munich,ASSY-01,B,ECU103178,ADAS ECU,OP056,86.66,29.32,11.82,1.77,84,5,None,Pass,No
2024-05-12 11:00:00,Munich,SMT-01,B,ECU103179,Body ECU,OP064,84.83,33.07,12.22,1.58,76,5,Programming Error,Fail,Yes
2024-05-12 12:00:00,Stuttgart,SMT-02,C,ECU103180,ADAS ECU,OP093,97.51,36.33,11.95,1.95,98,0,None,Pass,No
2024-05-12 13:00:00,Munich,SMT-02,B,ECU103181,Engine ECU,OP052,83.1,30.76,12.02,1.86,72,0,None,Pass,No
2024-05-12 14:00:00,Stuttgart,EOL-01,B,ECU103182,ADAS ECU,OP022,105.07,27.87,12.06,1.81,92,0,None,Pass,No
2024-05-12 15:00:00,Stuttgart,EOL-01,A,ECU103183,Engine ECU,OP093,89.77,26.2,12.39,1.74,96,0,None,Pass,No
2024-05-12 16:00:00,Stuttgart,SMT-02,C,ECU103184,ADAS ECU,OP060,78.7,27.38,11.99,1.68,99,0,None,Pass,No
2024-05-12 17:00:00,Berlin,SMT-01,B,ECU103185,ADAS ECU,OP010,83.95,38.74,12.45,1.86,85,0,None,Pass,No
2024-05-12 18:00:00,Berlin,SMT-02,C,ECU103186,Body ECU,OP084,100.45,36.51,12.22,1.63,98,0,None,Pass,No
2024-05-12 19:00:00,Berlin,SMT-02,C,ECU103187,Body ECU,OP080,102.04,33.84,12.22,1.69,85,0,Sensor Failure,Fail,Yes
2024-05-12 20:00:00,Berlin,ASSY-01,A,ECU103188,Engine ECU,OP006,52.9,35.11,11.85,1.83,83,10,None,Pass,No
2024-05-12 21:00:00,Munich,SMT-01,A,ECU103189,Engine ECU,OP081,70.66,27.87,11.7,1.74,89,0,None,Pass,No
2024-05-12 22:00:00,Munich,ASSY-01,C,ECU103190,ABS ECU,OP006,77.47,34.18,12.02,1.39,91,0,None,Pass,No
2024-05-12 23:00:00,Berlin,SMT-01,A,ECU103191,Body ECU,OP086,101.88,34.52,11.73,1.86,87,0,None,Pass,No
2024-05-13 00:00:00,Munich,SMT-01,A,ECU103192,Engine ECU,OP082,100.09,29.65,11.55,1.76,89,0,None,Pass,No
2024-05-13 01:00:00,Munich,SMT-01,B,ECU103193,Body ECU,OP096,97.05,25.26,11.88,1.59,79,0,None,Pass,No
2024-05-13 02:00:00,Stuttgart,ASSY-01,A,ECU103194,ADAS ECU,OP028,98.63,24.21,11.59,1.76,95,0,None,Pass,No
2024-05-13 03:00:00,Stuttgart,ASSY-01,A,ECU103195,ABS ECU,OP042,105.55,31.63,12.24,1.91,98,0,None,Pass,No
2024-05-13 04:00:00,Stuttgart,ASSY-01,B,ECU103196,Body ECU,OP074,91.72,28.06,11.72,1.92,73,0,None,Pass,No
2024-05-13 05:00:00,Stuttgart,EOL-01,B,ECU103197,Body ECU,OP041,98.07,31.32,11.59,1.8,100,0,None,Pass,No
2024-05-13 06:00:00,Munich,ASSY-01,C,ECU103198,Body ECU,OP063,90.18,28.9,11.86,1.78,83,0,None,Pass,No
2024-05-13 07:00:00,Berlin,EOL-01,A,ECU103199,Body ECU,OP022,97.67,25.56,12.15,1.81,74,5,None,Pass,No
2024-05-13 08:00:00,Munich,EOL-01,B,ECU103200,Engine ECU,OP092,79.18,37.08,11.89,1.83,75,0,None,Pass,No
2024-05-13 09:00:00,Munich,EOL-01,A,ECU103201,Engine ECU,OP079,74.59,25.78,12.2,1.89,73,0,None,Pass,No
2024-05-13 10:00:00,Munich,SMT-02,C,ECU103202,ABS ECU,OP029,77.09,27.34,12.16,1.9,80,0,None,Pass,No
2024-05-13 11:00:00,Stuttgart,SMT-02,A,ECU103203,ADAS ECU,OP071,81.7,29.97,12.08,1.98,91,0,None,Pass,No
2024-05-13 12:00:00,Stuttgart,SMT-02,A,ECU103204,ADAS ECU,OP034,94.79,30.57,11.84,2.08,94,5,Solder Defect,Fail,Yes
2024-05-13 13:00:00,Stuttgart,EOL-01,A,ECU103205,ABS ECU,OP096,104.79,23.72,12.11,2.2,81,0,None,Pass,No
2024-05-13 14:00:00,Berlin,EOL-01,B,ECU103206,ADAS ECU,OP002,77.74,33.28,11.4,1.79,89,20,Solder Defect,Fail,Yes
2024-05-13 15:00:00,Munich,SMT-01,B,ECU103207,Engine ECU,OP026,115.34,32.66,11.97,1.73,100,20,None,Pass,No
2024-05-13 16:00:00,Berlin,EOL-01,C,ECU103208,Body ECU,OP075,82.33,38.76,12.29,1.84,80,0,None,Pass,No
2024-05-13 17:00:00,Stuttgart,SMT-02,A,ECU103209,ADAS ECU,OP089,85.23,31.16,11.84,1.82,76,0,None,Pass,No
2024-05-13 18:00:00,Berlin,EOL-01,C,ECU103210,Body ECU,OP019,88.44,29.61,12.08,1.8,80,0,None,Pass,No
2024-05-13 19:00:00,Munich,EOL-01,C,ECU103211,Body ECU,OP020,77.43,26.31,11.54,1.75,76,0,None,Pass,No
2024-05-13 20:00:00,Munich,SMT-01,B,ECU103212,Engine ECU,OP033,79.0,24.91,12.18,1.96,93,0,None,Pass,No
2024-05-13 21:00:00,Stuttgart,EOL-01,A,ECU103213,Body ECU,OP081,81.35,29.26,11.92,1.99,71,0,None,Pass,No
2024-05-13 22:00:00,Stuttgart,ASSY-01,A,ECU103214,ADAS ECU,OP094,70.91,24.74,11.92,1.9,70,0,None,Pass,No
2024-05-13 23:00:00,Berlin,SMT-01,C,ECU103215,Engine ECU,OP082,75.16,33.29,11.92,1.87,94,0,None,Pass,No
2024-05-14 00:00:00,Stuttgart,EOL-01,A,ECU103216,ABS ECU,OP096,84.07,28.29,12.07,1.76,78,0,None,Pass,No
2024-05-14 01:00:00,Stuttgart,EOL-01,B,ECU103217,Engine ECU,OP004,80.12,34.92,11.89,1.91,83,0,None,Pass,No
2024-05-14 02:00:00,Munich,SMT-01,C,ECU103218,ADAS ECU,OP032,77.22,31.17,12.03,1.86,89,0,None,Pass,No
2024-05-14 03:00:00,Stuttgart,EOL-01,C,ECU103219,Engine ECU,OP019,97.3,31.32,11.69,1.92,73,0,None,Pass,No
2024-05-14 04:00:00,Stuttgart,SMT-02,B,ECU103220,ADAS ECU,OP003,63.99,26.09,11.89,1.83,98,0,None,Pass,No
2024-05-14 05:00:00,Munich,ASSY-01,B,ECU103221,ADAS ECU,OP092,92.02,32.59,12.07,1.77,79,0,None,Pass,No
2024-05-14 06:00:00,Munich,ASSY-01,B,ECU103222,Engine ECU,OP061,86.81,31.74,11.96,1.83,96,0,Sensor Failure,Fail,Yes
2024-05-14 07:00:00,Berlin,SMT-02,B,ECU103223,ADAS ECU,OP038,88.4,22.27,12.09,2.02,88,0,None,Pass,No
2024-05-14 08:00:00,Stuttgart,EOL-01,B,ECU103224,ABS ECU,OP006,70.27,35.12,12.15,1.66,88,0,None,Pass,No
2024-05-14 09:00:00,Munich,EOL-01,B,ECU103225,ADAS ECU,OP056,78.34,33.5,12.15,1.85,90,0,None,Pass,No
2024-05-14 10:00:00,Berlin,ASSY-01,C,ECU103226,ABS ECU,OP040,89.7,26.83,12.17,1.72,90,0,None,Pass,No
2024-05-14 11:00:00,Berlin,EOL-01,A,ECU103227,ABS ECU,OP081,78.51,33.75,11.49,1.79,89,0,None,Pass,No
2024-05-14 12:00:00,Stuttgart,ASSY-01,A,ECU103228,ADAS ECU,OP069,66.56,28.32,11.71,1.59,98,0,None,Pass,No
2024-05-14 13:00:00,Stuttgart,ASSY-01,C,ECU103229,Body ECU,OP083,81.77,27.41,12.45,2.13,90,0,None,Pass,No
2024-05-14 14:00:00,Berlin,SMT-02,A,ECU103230,ABS ECU,OP042,82.71,31.41,12.24,1.77,72,10,None,Pass,No
2024-05-14 15:00:00,Munich,ASSY-01,A,ECU103231,ABS ECU,OP099,93.75,33.95,11.9,1.68,91,0,None,Pass,No
2024-05-14 16:00:00,Berlin,EOL-01,C,ECU103232,Engine ECU,OP086,98.63,36.11,12.15,2.04,93,0,None,Pass,No
2024-05-14 17:00:00,Stuttgart,EOL-01,A,ECU103233,ABS ECU,OP088,86.66,37.03,11.85,1.74,91,0,None,Pass,No
2024-05-14 18:00:00,Munich,SMT-01,A,ECU103234,ABS ECU,OP074,90.24,23.64,12.16,1.82,98,0,None,Pass,No
2024-05-14 19:00:00,Munich,EOL-01,C,ECU103235,ABS ECU,OP002,97.67,23.0,11.76,1.72,92,0,None,Pass,No
2024-05-14 20:00:00,Berlin,SMT-01,A,ECU103236,ABS ECU,OP028,82.74,28.28,12.1,1.53,77,0,None,Pass,No
2024-05-14 21:00:00,Stuttgart,ASSY-01,B,ECU103237,Body ECU,OP017,91.5,26.39,11.95,1.82,92,0,None,Pass,No
2024-05-14 22:00:00,Berlin,EOL-01,C,ECU103238,ABS ECU,OP070,67.96,39.88,12.19,1.86,95,0,None,Pass,No
2024-05-14 23:00:00,Berlin,SMT-02,A,ECU103239,ADAS ECU,OP069,78.25,31.12,12.59,2.04,84,30,None,Pass,No
2024-05-15 00:00:00,Berlin,SMT-02,A,ECU103240,Body ECU,OP039,105.57,29.16,12.02,1.89,90,0,None,Pass,No
2024-05-15 01:00:00,Munich,SMT-02,B,ECU103241,ABS ECU,OP007,97.29,27.83,11.53,1.8,100,0,None,Pass,No
2024-05-15 02:00:00,Munich,ASSY-01,C,ECU103242,ADAS ECU,OP032,95.03,30.8,12.05,1.72,91,0,None,Pass,No
2024-05-15 03:00:00,Stuttgart,ASSY-01,C,ECU103243,ADAS ECU,OP004,74.37,21.53,11.98,1.88,75,20,None,Pass,No
2024-05-15 04:00:00,Stuttgart,SMT-01,A,ECU103244,Body ECU,OP021,66.72,33.61,11.4,2.04,78,0,None,Pass,No
2024-05-15 05:00:00,Berlin,SMT-02,B,ECU103245,Body ECU,OP032,73.5,35.6,11.81,1.64,90,0,None,Pass,No
2024-05-15 06:00:00,Berlin,SMT-01,B,ECU103246,ADAS ECU,OP082,86.24,23.14,12.18,1.48,73,0,None,Pass,No
2024-05-15 07:00:00,Berlin,SMT-01,B,ECU103247,Body ECU,OP097,91.37,32.33,12.26,2.03,87,0,None,Pass,No
2024-05-15 08:00:00,Stuttgart,EOL-01,B,ECU103248,Body ECU,OP014,104.01,31.79,12.26,1.64,98,0,None,Pass,No
2024-05-15 09:00:00,Munich,EOL-01,B,ECU103249,Engine ECU,OP070,70.54,32.13,12.41,1.55,85,0,None,Pass,No
2024-05-15 10:00:00,Munich,SMT-02,B,ECU103250,Body ECU,OP075,78.2,32.08,11.93,1.79,73,0,None,Pass,No
2024-05-15 11:00:00,Berlin,ASSY-01,C,ECU103251,Engine ECU,OP046,104.59,25.75,11.76,1.69,99,0,Communication Failure,Fail,Yes
2024-05-15 12:00:00,Berlin,EOL-01,A,ECU103252,Body ECU,OP020,65.93,29.45,11.61,1.54,71,0,None,Pass,No
2024-05-15 13:00:00,Berlin,ASSY-01,A,ECU103253,Body ECU,OP093,87.63,33.48,12.0,1.83,98,0,None,Pass,No
2024-05-15 14:00:00,Berlin,SMT-01,B,ECU103254,ADAS ECU,OP058,61.91,23.24,11.85,1.81,92,0,None,Pass,No
2024-05-15 15:00:00,Stuttgart,SMT-01,C,ECU103255,Engine ECU,OP099,80.83,30.45,11.78,1.88,95,0,None,Pass,No
2024-05-15 16:00:00,Munich,SMT-01,C,ECU103256,Body ECU,OP080,108.59,32.28,11.59,1.94,91,0,None,Pass,No
2024-05-15 17:00:00,Berlin,SMT-01,B,ECU103257,ABS ECU,OP048,91.59,28.56,11.9,1.83,85,0,None,Pass,No
2024-05-15 18:00:00,Stuttgart,SMT-02,A,ECU103258,Body ECU,OP007,100.9,31.89,11.79,1.92,75,0,None,Pass,No
2024-05-15 19:00:00,Berlin,SMT-01,B,ECU103259,ADAS ECU,OP040,91.55,30.16,11.82,1.59,86,0,Solder Defect,Fail,Yes
2024-05-15 20:00:00,Berlin,EOL-01,C,ECU103260,ADAS ECU,OP059,91.35,29.13,12.44,1.48,72,0,None,Pass,No
2024-05-15 21:00:00,Munich,SMT-01,B,ECU103261,ADAS ECU,OP036,65.42,28.29,11.99,1.68,82,0,None,Pass,No
2024-05-15 22:00:00,Berlin,ASSY-01,A,ECU103262,Engine ECU,OP044,109.78,35.1,11.96,1.76,71,15,None,Pass,No
2024-05-15 23:00:00,Munich,EOL-01,A,ECU103263,Engine ECU,OP031,104.57,29.53,12.2,1.79,73,0,None,Pass,No
2024-05-16 00:00:00,Munich,ASSY-01,C,ECU103264,Engine ECU,OP042,76.04,26.58,11.88,1.85,78,0,None,Pass,No
2024-05-16 01:00:00,Munich,ASSY-01,B,ECU103265,ABS ECU,OP044,103.38,24.94,12.12,1.99,96,0,None,Pass,No
2024-05-16 02:00:00,Stuttgart,SMT-02,B,ECU103266,Engine ECU,OP043,97.77,23.95,12.17,1.86,97,30,None,Pass,No
2024-05-16 03:00:00,Stuttgart,SMT-02,C,ECU103267,ADAS ECU,OP043,92.85,24.2,11.76,1.82,93,0,None,Pass,No
2024-05-16 04:00:00,Munich,ASSY-01,B,ECU103268,Engine ECU,OP047,87.55,28.17,11.94,1.69,86,0,None,Pass,No
2024-05-16 05:00:00,Berlin,ASSY-01,C,ECU103269,Engine ECU,OP006,83.79,29.48,11.63,1.96,82,15,None,Pass,No
2024-05-16 06:00:00,Munich,SMT-01,B,ECU103270,Body ECU,OP093,105.88,28.76,11.72,1.85,97,0,None,Pass,No
2024-05-16 07:00:00,Berlin,EOL-01,A,ECU103271,Engine ECU,OP091,86.62,26.66,11.82,1.69,76,10,None,Pass,No
2024-05-16 08:00:00,Munich,SMT-01,C,ECU103272,Body ECU,OP066,90.67,27.82,12.09,1.61,95,0,None,Pass,No
2024-05-16 09:00:00,Berlin,SMT-02,B,ECU103273,Engine ECU,OP086,104.88,32.68,11.73,1.95,83,5,None,Pass,No
2024-05-16 10:00:00,Stuttgart,SMT-02,B,ECU103274,Body ECU,OP009,98.95,34.11,12.03,1.88,70,0,None,Pass,No
2024-05-16 11:00:00,Berlin,SMT-01,B,ECU103275,ADAS ECU,OP011,70.18,36.79,11.93,1.98,78,0,None,Pass,No
2024-05-16 12:00:00,Munich,EOL-01,C,ECU103276,Engine ECU,OP080,77.99,30.16,11.93,1.65,82,0,None,Pass,No
2024-05-16 13:00:00,Stuttgart,ASSY-01,A,ECU103277,ADAS ECU,OP077,75.13,35.28,12.19,1.44,78,0,None,Pass,No
2024-05-16 14:00:00,Berlin,SMT-01,B,ECU103278,Engine ECU,OP018,90.34,30.59,12.42,1.84,72,0,None,Pass,No
