Production_Date,Plant,Line,Shift,ECU_Serial_No,Product_Type,Supplier,Operator_ID,Cycle_Time_Sec,Programming_Time_Sec,Voltage_Test_V,Current_Test_A,Functional_Test_Score,Temperature_C,Humidity_Percent,Downtime_Minutes,Defect_Type,Status,Rework_Required,Production_Cost_EUR,Selling_Price_EUR
2023-04-06 00:00:00,Stuttgart,EOL-02,B,ECU102280,Engine ECU,Continental,OP0196,88.71,30.77,11.6,1.7,86,23.6,45,0,None,Pass,No,80.19,106.46
2023-04-06 01:00:00,Wolfsburg,EOL-01,B,ECU102281,Transmission ECU,Continental,OP0178,65.77,35.73,11.36,1.75,90,26.4,37,10,None,Pass,No,137.12,239.75
2023-04-06 02:00:00,Ingolstadt,ASSY-02,A,ECU102282,ADAS ECU,Hella,OP0134,88.18,29.81,11.87,1.84,87,26.4,61,0,None,Pass,No,80.83,144.4
2023-04-06 03:00:00,Munich,EOL-02,A,ECU102283,Body ECU,Hella,OP0191,116.12,27.97,11.71,2.16,97,25.2,44,0,None,Pass,No,87.0,132.32
2023-04-06 04:00:00,Munich,EOL-02,A,ECU102284,Engine ECU,Hella,OP0006,110.31,28.8,11.9,2.0,92,24.2,44,45,None,Pass,No,77.82,113.34
2023-04-06 05:00:00,Stuttgart,ASSY-02,C,ECU102285,Engine ECU,Infineon,OP0293,87.26,32.46,12.18,1.64,95,22.9,59,0,None,Pass,No,140.93,189.06
2023-04-06 06:00:00,Nuremberg,SMT-02,A,ECU102286,Transmission ECU,Valeo,OP0179,88.62,35.9,12.34,2.17,67,20.9,69,20,Solder Defect,Fail,Yes,87.3,127.73
2023-04-06 07:00:00,Wolfsburg,SMT-03,C,ECU102287,ADAS ECU,Continental,OP0283,71.32,30.21,11.99,1.61,67,32.3,66,0,None,Pass,No,142.11,250.97
2023-04-06 08:00:00,Ingolstadt,SMT-01,A,ECU102288,Battery ECU,ZF,OP0106,95.23,50.89,12.26,1.84,66,29.2,69,0,None,Pass,No,107.75,135.25
2023-04-06 09:00:00,Stuttgart,SMT-02,A,ECU102289,ADAS ECU,ZF,OP0246,94.88,33.37,11.91,2.03,93,26.9,62,15,None,Pass,No,114.06,162.75
2023-04-06 10:00:00,Leipzig,SMT-03,A,ECU102290,Transmission ECU,Continental,OP0231,97.92,27.34,12.39,1.9,95,18.3,54,0,None,Pass,No,95.41,161.33
2023-04-06 11:00:00,Stuttgart,SMT-01,A,ECU102291,Battery ECU,Infineon,OP0215,66.15,21.86,11.62,1.77,79,18.1,46,10,None,Pass,No,67.12,110.66
2023-04-06 12:00:00,Stuttgart,ASSY-01,C,ECU102292,ABS ECU,Hella,OP0273,107.4,46.28,12.04,1.97,74,23.8,32,0,None,Pass,No,26.67,41.23
2023-04-06 13:00:00,Ingolstadt,EOL-02,B,ECU102293,Transmission ECU,Bosch,OP0105,86.56,37.79,11.44,2.12,86,21.4,47,0,None,Pass,No,81.4,135.84
2023-04-06 14:00:00,Munich,EOL-02,C,ECU102294,Engine ECU,Hella,OP0023,108.43,28.87,12.09,1.87,98,18.3,72,0,Sensor Failure,Fail,Yes,88.89,145.47
2023-04-06 15:00:00,Munich,ASSY-02,C,ECU102295,Body ECU,Infineon,OP0295,93.06,33.02,12.09,1.83,73,24.5,36,5,None,Pass,No,140.11,220.76
2023-04-06 16:00:00,Stuttgart,SMT-03,B,ECU102296,Body ECU,Continental,OP0161,111.44,30.76,11.55,2.01,78,14.6,54,0,None,Pass,No,101.23,160.89
2023-04-06 17:00:00,Munich,SMT-01,B,ECU102297,ADAS ECU,Valeo,OP0194,99.74,40.01,12.04,1.62,84,23.5,75,0,None,Pass,No,59.36,83.52
2023-04-06 18:00:00,Munich,SMT-02,B,ECU102298,Engine ECU,Hella,OP0266,77.43,47.29,12.13,1.64,99,26.5,44,0,None,Pass,No,71.98,111.39
2023-04-06 19:00:00,Wolfsburg,SMT-01,B,ECU102299,Body ECU,ZF,OP0083,102.31,29.7,12.32,1.89,65,26.4,39,0,None,Pass,No,110.78,148.69
2023-04-06 20:00:00,Regensburg,SMT-02,A,ECU102300,Transmission ECU,Valeo,OP0168,105.26,39.42,12.41,1.97,90,15.0,45,0,Programming Error,Fail,Yes,90.39,158.86
2023-04-06 21:00:00,Leipzig,EOL-02,B,ECU102301,Battery ECU,Continental,OP0143,93.15,35.19,12.01,1.44,80,14.7,55,0,None,Pass,No,114.55,171.11
2023-04-06 22:00:00,Ingolstadt,ASSY-02,B,ECU102302,Body ECU,Bosch,OP0043,85.78,32.02,12.11,1.92,80,22.9,50,5,None,Pass,No,54.67,88.69
2023-04-06 23:00:00,Stuttgart,ASSY-02,A,ECU102303,ABS ECU,Hella,OP0012,103.86,33.11,11.6,1.87,78,20.8,39,0,Communication Failure,Fail,Yes,102.52,125.47
2023-04-07 00:00:00,Nuremberg,SMT-01,B,ECU102304,Transmission ECU,Valeo,OP0022,107.3,28.4,12.03,1.91,89,17.9,40,0,Solder Defect,Fail,Yes,97.01,153.78
2023-04-07 01:00:00,Wolfsburg,SMT-01,C,ECU102305,Transmission ECU,Valeo,OP0018,70.32,36.84,12.11,1.82,85,13.2,76,0,None,Pass,No,126.71,198.85
2023-04-07 02:00:00,Munich,SMT-02,B,ECU102306,ABS ECU,ZF,OP0062,92.02,37.18,11.88,1.49,79,19.6,49,0,None,Pass,No,106.38,148.87
2023-04-07 03:00:00,Leipzig,SMT-02,B,ECU102307,Engine ECU,Hella,OP0189,87.05,38.71,12.02,1.82,66,23.5,63,0,Communication Failure,Fail,Yes,149.75,260.67
2023-04-07 04:00:00,Munich,SMT-03,A,ECU102308,Transmission ECU,Bosch,OP0079,118.44,36.22,12.13,2.14,69,22.8,68,0,None,Pass,No,107.2,185.92
2023-04-07 05:00:00,Wolfsburg,EOL-02,C,ECU102309,Transmission ECU,Valeo,OP0167,79.28,29.04,11.64,1.98,83,18.0,49,0,None,Pass,No,133.1,178.45
2023-04-07 06:00:00,Ingolstadt,SMT-03,A,ECU102310,Engine ECU,ZF,OP0150,98.33,38.98,12.18,1.65,75,19.0,79,0,None,Pass,No,133.28,219.65
2023-04-07 07:00:00,Hanover,SMT-03,C,ECU102311,Battery ECU,Hella,OP0223,100.39,29.94,12.09,2.0,92,22.3,42,30,None,Pass,No,132.03,171.96
2023-04-07 08:00:00,Ingolstadt,SMT-01,C,ECU102312,ADAS ECU,Hella,OP0105,90.93,34.59,11.9,2.04,66,19.9,52,45,Programming Error,Fail,Yes,96.42,159.58
2023-04-07 09:00:00,Dresden,EOL-01,C,ECU102313,Battery ECU,Bosch,OP0254,110.72,29.18,12.27,1.69,97,25.6,43,0,None,Pass,No,84.88,124.19
2023-04-07 10:00:00,Nuremberg,EOL-01,A,ECU102314,ADAS ECU,ZF,OP0007,88.58,40.83,11.89,1.73,85,26.8,57,0,None,Pass,No,137.23,245.23
2023-04-07 11:00:00,Munich,EOL-01,A,ECU102315,ADAS ECU,Bosch,OP0163,71.66,30.78,12.57,1.44,92,26.3,71,0,None,Pass,No,109.71,166.78
2023-04-07 12:00:00,Stuttgart,EOL-01,C,ECU102316,ABS ECU,Valeo,OP0290,112.03,47.63,12.2,1.69,81,18.5,52,15,None,Pass,No,121.88,178.48
2023-04-07 13:00:00,Wolfsburg,SMT-03,C,ECU102317,Transmission ECU,Infineon,OP0195,83.3,31.92,11.99,1.72,76,25.7,69,15,None,Pass,No,67.86,99.5
2023-04-07 14:00:00,Ingolstadt,SMT-01,C,ECU102318,ADAS ECU,Continental,OP0130,91.42,38.33,12.22,1.95,95,25.8,33,0,Component Missing,Fail,Yes,80.9,123.31
2023-04-07 15:00:00,Wolfsburg,EOL-01,B,ECU102319,Transmission ECU,Continental,OP0109,87.66,38.66,12.27,1.93,89,31.4,63,0,Communication Failure,Fail,Yes,86.8,108.78
2023-04-07 16:00:00,Hanover,ASSY-02,B,ECU102320,Engine ECU,Bosch,OP0219,75.83,27.2,11.72,1.93,84,33.9,77,0,None,Pass,No,102.48,142.43
2023-04-07 17:00:00,Dresden,ASSY-01,A,ECU102321,Transmission ECU,Bosch,OP0130,76.25,23.24,11.95,1.74,87,30.2,63,0,None,Pass,No,154.06,263.71
2023-04-07 18:00:00,Leipzig,ASSY-02,C,ECU102322,ADAS ECU,Infineon,OP0244,66.89,28.94,11.84,1.85,70,21.7,48,0,None,Pass,No,170.73,294.67
2023-04-07 19:00:00,Wolfsburg,SMT-01,B,ECU102323,Engine ECU,Infineon,OP0297,97.78,36.14,12.67,2.2,80,20.1,55,15,None,Pass,No,65.63,102.99
2023-04-07 20:00:00,Regensburg,SMT-01,A,ECU102324,Engine ECU,Infineon,OP0085,100.8,29.25,11.52,2.1,67,23.0,40,20,None,Pass,No,112.7,177.39
2023-04-07 21:00:00,Nuremberg,ASSY-01,A,ECU102325,Engine ECU,Infineon,OP0255,93.73,30.09,12.2,2.15,91,21.1,59,5,None,Pass,No,151.46,183.68
2023-04-07 22:00:00,Regensburg,SMT-02,B,ECU102326,Transmission ECU,Continental,OP0237,99.14,44.85,11.81,1.94,75,34.5,47,0,None,Pass,No,126.72,200.73
2023-04-07 23:00:00,Munich,SMT-02,B,ECU102327,ADAS ECU,Valeo,OP0001,88.03,31.72,11.76,2.16,67,28.8,59,0,None,Pass,No,88.49,130.11
2023-04-08 00:00:00,Bremen,SMT-02,A,ECU102328,Engine ECU,Infineon,OP0265,93.03,40.4,12.12,2.17,87,27.1,47,0,Component Missing,Fail,Yes,113.47,199.9
2023-04-08 01:00:00,Munich,SMT-03,A,ECU102329,ABS ECU,Infineon,OP0194,89.58,33.07,12.04,2.09,72,28.0,40,0,None,Pass,No,123.07,217.71
2023-04-08 02:00:00,Stuttgart,SMT-02,A,ECU102330,ADAS ECU,Bosch,OP0122,88.92,33.68,12.24,2.03,81,30.9,31,0,Solder Defect,Fail,Yes,109.93,187.57
2023-04-08 03:00:00,Munich,EOL-02,A,ECU102331,Engine ECU,Infineon,OP0004,73.75,32.23,12.08,1.64,74,27.1,48,0,None,Pass,No,126.39,153.92
2023-04-08 04:00:00,Leipzig,SMT-03,C,ECU102332,ADAS ECU,Valeo,OP0149,109.75,33.92,11.77,2.07,90,23.0,50,0,None,Pass,No,102.03,142.18
2023-04-08 05:00:00,Bremen,SMT-03,B,ECU102333,Body ECU,Valeo,OP0061,85.66,26.57,12.31,1.54,95,27.7,46,0,None,Pass,No,106.91,182.39
2023-04-08 06:00:00,Munich,SMT-02,B,ECU102334,ADAS ECU,ZF,OP0282,83.05,29.64,12.02,1.89,85,27.7,63,15,None,Pass,No,101.24,142.28
2023-04-08 07:00:00,Wolfsburg,SMT-02,C,ECU102335,ADAS ECU,Valeo,OP0117,81.57,30.53,11.74,2.14,90,18.4,73,15,None,Pass,No,119.94,184.15
2023-04-08 08:00:00,Ingolstadt,ASSY-01,A,ECU102336,ABS ECU,Infineon,OP0172,84.22,38.89,11.75,1.89,96,36.0,77,0,None,Pass,No,143.95,259.05
2023-04-08 09:00:00,Wolfsburg,EOL-01,C,ECU102337,Engine ECU,Hella,OP0238,84.38,44.13,11.89,1.51,79,20.9,44,10,None,Pass,No,91.55,131.69
2023-04-08 10:00:00,Munich,ASSY-01,C,ECU102338,Transmission ECU,Infineon,OP0138,92.94,42.7,12.48,1.65,91,31.7,68,0,None,Pass,No,154.31,255.41
2023-04-08 11:00:00,Wolfsburg,SMT-03,B,ECU102339,Battery ECU,Continental,OP0218,64.75,33.14,11.22,1.86,86,23.2,66,30,None,Pass,No,157.62,241.07
2023-04-08 12:00:00,Dresden,ASSY-01,B,ECU102340,ADAS ECU,Continental,OP0082,77.09,28.85,12.2,1.54,91,29.8,49,0,None,Pass,No,106.95,174.43
2023-04-08 13:00:00,Munich,SMT-03,B,ECU102341,ABS ECU,Bosch,OP0219,112.31,34.29,12.17,1.98,83,24.3,33,5,None,Pass,No,104.63,166.88
2023-04-08 14:00:00,Munich,SMT-01,C,ECU102342,ADAS ECU,Bosch,OP0202,111.27,37.31,12.25,1.75,72,16.8,46,15,None,Pass,No,97.92,168.2
2023-04-08 15:00:00,Wolfsburg,SMT-03,A,ECU102343,Transmission ECU,ZF,OP0075,86.09,34.78,11.98,1.98,91,29.3,54,0,None,Pass,No,84.33,102.62
2023-04-08 16:00:00,Nuremberg,SMT-03,A,ECU102344,Body ECU,Infineon,OP0047,127.43,39.57,11.9,2.01,98,31.4,37,0,None,Pass,No,100.54,129.68
2023-04-08 17:00:00,Bremen,ASSY-01,C,ECU102345,Transmission ECU,ZF,OP0236,100.51,28.31,12.42,1.73,93,24.0,70,0,None,Pass,No,89.3,111.09
2023-04-08 18:00:00,Bremen,EOL-01,C,ECU102346,ABS ECU,Hella,OP0151,112.08,34.87,11.6,2.36,99,28.3,56,0,None,Pass,No,94.77,137.53
2023-04-08 19:00:00,Wolfsburg,SMT-01,B,ECU102347,Body ECU,Bosch,OP0123,91.37,34.51,11.67,1.72,88,20.5,60,20,None,Pass,No,124.53,151.61
2023-04-08 20:00:00,Leipzig,ASSY-02,A,ECU102348,Body ECU,Continental,OP0246,86.24,33.72,11.4,1.83,66,24.3,37,0,None,Pass,No,95.82,122.51
2023-04-08 21:00:00,Munich,ASSY-02,A,ECU102349,ADAS ECU,Hella,OP0254,104.29,30.95,11.87,1.94,80,29.5,54,20,None,Pass,No,102.05,129.09
2023-04-08 22:00:00,Bremen,EOL-01,B,ECU102350,ADAS ECU,Bosch,OP0054,106.77,26.06,12.74,2.12,65,25.9,38,0,Solder Defect,Fail,Yes,68.39,85.97
2023-04-08 23:00:00,Hanover,ASSY-02,C,ECU102351,ADAS ECU,Hella,OP0187,85.92,26.45,11.7,1.9,99,26.6,71,0,None,Pass,No,96.2,141.96
2023-04-09 00:00:00,Leipzig,SMT-01,A,ECU102352,Transmission ECU,Infineon,OP0281,96.61,45.78,12.13,1.77,69,29.1,73,5,None,Pass,No,128.01,195.93
2023-04-09 01:00:00,Hanover,SMT-02,B,ECU102353,Battery ECU,Valeo,OP0067,45.93,27.11,11.85,2.09,75,32.4,72,0,None,Pass,No,112.29,148.04
2023-04-09 02:00:00,Dresden,SMT-01,C,ECU102354,Engine ECU,Valeo,OP0141,80.25,31.5,11.93,1.84,89,29.7,30,0,None,Pass,No,123.47,157.68
2023-04-09 03:00:00,Munich,ASSY-01,A,ECU102355,ADAS ECU,Hella,OP0021,111.41,30.9,11.72,1.76,72,25.7,65,60,None,Pass,No,139.23,173.24
2023-04-09 04:00:00,Hanover,EOL-02,C,ECU102356,Battery ECU,Bosch,OP0022,81.98,32.02,11.85,1.89,79,23.9,59,10,None,Pass,No,180.71,301.23
2023-04-09 05:00:00,Munich,SMT-03,A,ECU102357,Engine ECU,Valeo,OP0175,89.2,47.85,11.74,1.77,67,25.0,77,0,Programming Error,Fail,Yes,132.73,191.33
2023-04-09 06:00:00,Leipzig,SMT-03,C,ECU102358,ADAS ECU,Valeo,OP0191,88.15,37.69,12.49,1.95,92,17.6,78,60,None,Pass,No,125.17,159.82
2023-04-09 07:00:00,Munich,ASSY-01,C,ECU102359,Engine ECU,Hella,OP0285,73.58,31.84,11.92,1.88,92,25.3,79,0,None,Pass,No,66.06,118.41
2023-04-09 08:00:00,Munich,ASSY-01,A,ECU102360,Engine ECU,Valeo,OP0281,88.67,34.63,11.56,1.83,77,18.3,77,0,Programming Error,Fail,Yes,35.74,45.06
2023-04-09 09:00:00,Ingolstadt,EOL-02,C,ECU102361,Battery ECU,Infineon,OP0261,86.87,39.56,12.4,1.89,70,22.1,75,0,None,Pass,No,94.28,141.4
2023-04-09 10:00:00,Stuttgart,EOL-02,C,ECU102362,ADAS ECU,Continental,OP0157,76.26,42.13,11.51,1.67,68,27.8,43,0,None,Pass,No,114.11,169.43
2023-04-09 11:00:00,Ingolstadt,SMT-03,C,ECU102363,Body ECU,Valeo,OP0261,87.84,37.58,12.22,1.92,98,22.0,71,0,None,Pass,No,94.67,144.51
2023-04-09 12:00:00,Leipzig,EOL-02,B,ECU102364,Engine ECU,Infineon,OP0039,72.35,45.96,11.98,1.52,69,31.0,77,0,None,Pass,No,106.9,187.74
2023-04-09 13:00:00,Munich,EOL-02,B,ECU102365,Engine ECU,Hella,OP0030,89.27,30.21,12.37,1.47,94,23.8,75,0,None,Pass,No,79.69,120.29
2023-04-09 14:00:00,Munich,EOL-02,A,ECU102366,Transmission ECU,Valeo,OP0258,88.89,33.28,11.71,1.85,75,30.0,33,15,None,Pass,No,124.15,175.05
2023-04-09 15:00:00,Leipzig,EOL-01,A,ECU102367,ADAS ECU,Valeo,OP0271,119.59,36.11,12.34,1.55,95,22.6,55,20,None,Pass,No,102.54,156.84
2023-04-09 16:00:00,Wolfsburg,SMT-02,B,ECU102368,Engine ECU,ZF,OP0051,78.0,37.11,12.16,1.63,75,23.5,43,0,None,Pass,No,79.68,133.67
2023-04-09 17:00:00,Dresden,EOL-02,A,ECU102369,Battery ECU,Hella,OP0279,102.17,31.06,12.06,1.97,100,29.8,69,0,None,Pass,No,132.78,189.0
2023-04-09 18:00:00,Bremen,SMT-02,B,ECU102370,ADAS ECU,Hella,OP0234,68.32,41.36,12.06,1.96,76,23.1,74,0,None,Pass,No,112.82,196.57
2023-04-09 19:00:00,Regensburg,SMT-02,B,ECU102371,ADAS ECU,Infineon,OP0026,126.94,38.5,11.73,1.91,88,25.9,65,0,None,Pass,No,129.41,170.09
2023-04-09 20:00:00,Bremen,ASSY-01,C,ECU102372,Body ECU,ZF,OP0011,95.95,31.8,12.95,1.92,83,21.9,76,0,None,Pass,No,78.31,136.38
2023-04-09 21:00:00,Ingolstadt,EOL-02,C,ECU102373,Engine ECU,ZF,OP0024,93.59,32.71,12.02,1.92,99,12.5,32,0,None,Pass,No,102.4,165.0
2023-04-09 22:00:00,Bremen,SMT-03,A,ECU102374,ADAS ECU,Infineon,OP0216,99.19,41.1,11.95,2.03,65,21.0,49,0,Communication Failure,Fail,Yes,103.44,168.86
2023-04-09 23:00:00,Stuttgart,EOL-01,B,ECU102375,Body ECU,Continental,OP0138,90.97,31.53,11.89,1.81,70,31.3,35,0,None,Pass,No,107.51,183.09
2023-04-10 00:00:00,Wolfsburg,SMT-03,C,ECU102376,ABS ECU,Valeo,OP0225,83.79,29.39,12.1,1.64,66,25.7,50,0,None,Pass,No,75.48,119.51
2023-04-10 01:00:00,Regensburg,EOL-02,A,ECU102377,Body ECU,Bosch,OP0110,75.94,27.86,12.12,1.7,84,28.5,40,10,None,Pass,No,102.8,131.16
2023-04-10 02:00:00,Ingolstadt,SMT-03,A,ECU102378,ABS ECU,Bosch,OP0206,93.04,23.37,12.19,1.81,76,28.6,56,0,None,Pass,No,129.33,155.45
2023-04-10 03:00:00,Regensburg,EOL-02,C,ECU102379,Body ECU,ZF,OP0071,108.8,32.46,11.93,1.87,74,27.9,59,0,None,Pass,No,99.74,171.68
2023-04-10 04:00:00,Regensburg,EOL-01,A,ECU102380,Engine ECU,Hella,OP0210,62.0,19.62,12.2,1.83,72,32.0,43,0,None,Pass,No,136.48,244.81
2023-04-10 05:00:00,Regensburg,SMT-01,C,ECU102381,Battery ECU,Hella,OP0185,123.21,30.63,12.29,1.42,98,22.4,76,5,None,Pass,No,96.18,155.07
2023-04-10 06:00:00,Hanover,EOL-01,C,ECU102382,Transmission ECU,Infineon,OP0090,77.07,48.84,12.54,1.47,67,31.4,47,0,None,Pass,No,104.61,157.54
2023-04-10 07:00:00,Ingolstadt,SMT-01,B,ECU102383,Engine ECU,Continental,OP0247,94.64,30.27,12.09,2.0,83,27.4,35,0,None,Pass,No,135.94,226.68
2023-04-10 08:00:00,Wolfsburg,ASSY-02,C,ECU102384,Battery ECU,Bosch,OP0233,79.14,39.45,12.29,1.64,84,26.2,73,0,None,Pass,No,108.06,140.62
2023-04-10 09:00:00,Leipzig,SMT-01,A,ECU102385,ADAS ECU,Infineon,OP0033,89.13,36.24,11.71,1.58,67,13.7,70,0,None,Pass,No,120.08,179.41
2023-04-10 10:00:00,Wolfsburg,SMT-02,C,ECU102386,Body ECU,Infineon,OP0147,94.91,43.58,11.92,1.97,70,26.0,61,0,None,Pass,No,125.5,224.23
2023-04-10 11:00:00,Leipzig,SMT-02,C,ECU102387,Transmission ECU,Hella,OP0170,87.33,30.6,11.61,1.93,98,28.6,62,0,None,Pass,No,122.67,202.04
2023-04-10 12:00:00,Dresden,EOL-01,A,ECU102388,Engine ECU,Continental,OP0214,92.68,35.27,11.64,1.5,82,25.2,41,0,None,Pass,No,120.76,179.17
2023-04-10 13:00:00,Bremen,SMT-02,B,ECU102389,Engine ECU,Continental,OP0228,91.65,33.4,12.02,2.02,86,30.3,33,0,Component Missing,Fail,Yes,124.54,195.79
2023-04-10 14:00:00,Wolfsburg,SMT-02,B,ECU102390,ABS ECU,ZF,OP0146,98.45,35.45,12.18,1.67,95,30.5,79,0,None,Pass,No,136.09,177.28
2023-04-10 15:00:00,Stuttgart,ASSY-02,A,ECU102391,ADAS ECU,Bosch,OP0146,97.43,28.25,12.16,1.5,75,22.6,65,0,None,Pass,No,95.16,156.24
2023-04-10 16:00:00,Ingolstadt,SMT-02,C,ECU102392,ABS ECU,Continental,OP0022,57.48,31.11,11.79,2.21,66,24.5,78,0,None,Pass,No,76.29,120.26
2023-04-10 17:00:00,Munich,ASSY-01,B,ECU102393,ADAS ECU,Continental,OP0089,84.99,26.74,12.24,1.54,88,22.7,72,0,None,Pass,No,117.29,184.1
2023-04-10 18:00:00,Hanover,ASSY-01,B,ECU102394,Engine ECU,Continental,OP0180,110.08,28.08,11.67,1.59,71,21.9,40,30,None,Pass,No,94.76,160.28
2023-04-10 19:00:00,Wolfsburg,ASSY-01,A,ECU102395,Body ECU,Bosch,OP0300,102.67,35.73,11.81,2.1,71,24.5,65,0,None,Pass,No,93.58,132.74
2023-04-10 20:00:00,Stuttgart,SMT-01,B,ECU102396,Engine ECU,ZF,OP0265,73.27,46.47,11.98,1.77,88,25.2,44,0,None,Pass,No,97.1,128.3
2023-04-10 21:00:00,Munich,EOL-01,C,ECU102397,ABS ECU,Valeo,OP0050,84.42,41.29,11.75,1.6,96,13.5,53,0,None,Pass,No,88.41,158.57
2023-04-10 22:00:00,Bremen,EOL-01,B,ECU102398,Engine ECU,Hella,OP0230,86.58,36.52,11.78,1.69,85,23.8,62,0,None,Pass,No,116.54,157.48
2023-04-10 23:00:00,Bremen,SMT-03,C,ECU102399,Body ECU,Infineon,OP0061,86.33,31.68,12.09,1.77,81,26.0,57,0,None,Pass,No,113.61,156.34
2023-04-11 00:00:00,Wolfsburg,ASSY-02,B,ECU102400,Transmission ECU,Infineon,OP0019,87.58,26.05,11.88,1.72,96,24.6,69,0,None,Pass,No,122.28,178.56
2023-04-11 01:00:00,Munich,ASSY-01,A,ECU102401,Engine ECU,Bosch,OP0025,82.35,26.56,11.96,1.53,89,23.6,33,0,None,Pass,No,72.65,101.19
2023-04-11 02:00:00,Wolfsburg,ASSY-01,B,ECU102402,Transmission ECU,Bosch,OP0207,75.47,34.82,12.48,2.16,97,18.9,41,0,None,Pass,No,112.63,174.1
2023-04-11 03:00:00,Wolfsburg,SMT-02,A,ECU102403,Transmission ECU,Infineon,OP0075,121.9,46.74,12.23,2.23,81,17.5,45,0,None,Pass,No,89.19,134.31
2023-04-11 04:00:00,Bremen,ASSY-01,A,ECU102404,Battery ECU,Bosch,OP0141,92.73,39.04,12.0,1.67,97,21.3,41,20,None,Pass,No,123.38,164.33
2023-04-11 05:00:00,Leipzig,SMT-02,A,ECU102405,ADAS ECU,Valeo,OP0281,86.76,36.32,11.82,1.66,88,14.9,75,0,Solder Defect,Fail,Yes,138.9,202.59
2023-04-11 06:00:00,Wolfsburg,SMT-02,C,ECU102406,ABS ECU,Hella,OP0091,101.28,48.59,12.32,1.61,100,23.8,50,45,None,Pass,No,156.47,228.74
2023-04-11 07:00:00,Stuttgart,SMT-03,C,ECU102407,ABS ECU,Hella,OP0075,66.61,35.68,11.69,2.06,80,19.8,55,0,None,Pass,No,124.54,187.06
2023-04-11 08:00:00,Nuremberg,SMT-01,A,ECU102408,ABS ECU,Continental,OP0064,98.2,38.23,11.89,1.76,89,25.0,38,0,None,Pass,No,139.18,212.83
2023-04-11 09:00:00,Ingolstadt,SMT-02,A,ECU102409,Body ECU,Infineon,OP0082,68.04,48.0,12.0,1.53,70,21.2,49,0,Communication Failure,Fail,Yes,70.19,108.71
2023-04-11 10:00:00,Bremen,SMT-02,A,ECU102410,ADAS ECU,Infineon,OP0250,95.44,40.84,11.97,1.51,91,14.3,79,0,None,Pass,No,107.04,135.38
2023-04-11 11:00:00,Munich,EOL-01,C,ECU102411,Body ECU,Infineon,OP0138,77.06,37.87,11.48,1.79,75,19.1,50,0,None,Pass,No,104.01,139.97
2023-04-11 12:00:00,Ingolstadt,SMT-03,B,ECU102412,Engine ECU,Continental,OP0097,100.51,20.62,12.06,2.13,93,24.9,71,0,None,Pass,No,121.51,170.95
2023-04-11 13:00:00,Munich,SMT-02,B,ECU102413,Engine ECU,Infineon,OP0100,129.86,43.71,12.29,1.76,94,27.9,34,20,None,Pass,No,96.22,140.53
2023-04-11 14:00:00,Ingolstadt,ASSY-02,B,ECU102414,Battery ECU,ZF,OP0273,92.31,27.13,12.1,1.71,100,22.6,40,15,None,Pass,No,118.68,195.0
2023-04-11 15:00:00,Nuremberg,SMT-01,B,ECU102415,Battery ECU,Bosch,OP0241,67.58,24.65,12.29,1.59,91,25.3,34,0,None,Pass,No,93.78,136.91
2023-04-11 16:00:00,Wolfsburg,ASSY-02,A,ECU102416,Body ECU,ZF,OP0005,80.24,36.72,11.98,1.77,71,23.1,45,0,None,Pass,No,84.94,113.72
2023-04-11 17:00:00,Munich,ASSY-01,A,ECU102417,ABS ECU,Bosch,OP0215,95.15,38.5,12.25,1.75,66,22.9,41,45,None,Pass,No,59.18,97.1
2023-04-11 18:00:00,Munich,SMT-01,A,ECU102418,Battery ECU,Hella,OP0067,109.02,28.7,11.6,1.88,73,19.9,66,0,None,Pass,No,134.05,188.34
2023-04-11 19:00:00,Wolfsburg,ASSY-01,B,ECU102419,Engine ECU,Infineon,OP0155,73.25,25.88,12.48,1.79,88,23.8,63,5,None,Pass,No,123.51,215.27
2023-04-11 20:00:00,Stuttgart,EOL-01,C,ECU102420,Body ECU,ZF,OP0029,118.1,21.7,12.44,1.88,92,20.9,51,0,PCB Damage,Fail,Yes,84.8,146.41
2023-04-11 21:00:00,Munich,EOL-02,A,ECU102421,Engine ECU,Hella,OP0009,99.49,31.85,12.22,1.84,83,30.9,44,15,None,Pass,No,101.17,177.19
2023-04-11 22:00:00,Dresden,EOL-02,A,ECU102422,Body ECU,Continental,OP0200,89.84,33.12,12.16,1.44,79,20.6,61,20,None,Pass,No,124.31,158.82
2023-04-11 23:00:00,Ingolstadt,EOL-02,C,ECU102423,Transmission ECU,Infineon,OP0230,102.96,26.55,11.38,1.82,66,24.9,62,0,None,Pass,No,113.53,167.22
2023-04-12 00:00:00,Stuttgart,SMT-02,A,ECU102424,Transmission ECU,Hella,OP0267,71.0,47.04,11.69,1.86,78,18.7,64,0,None,Pass,No,107.74,184.87
2023-04-12 01:00:00,Hanover,SMT-03,A,ECU102425,Body ECU,Valeo,OP0163,76.3,30.69,12.11,2.02,82,23.0,33,20,None,Pass,No,75.35,129.09
2023-04-12 02:00:00,Munich,ASSY-02,C,ECU102426,Battery ECU,ZF,OP0075,69.38,31.49,11.77,1.82,74,18.9,45,0,None,Pass,No,155.99,224.56
2023-04-12 03:00:00,Nuremberg,ASSY-01,B,ECU102427,ADAS ECU,Infineon,OP0292,123.62,40.88,12.24,1.62,70,21.2,39,0,None,Pass,No,133.09,171.12
